speaker,speech,timestamp,date
nikos theocarakis,"but in this process, we will improve vastly upon it, especially in the realm of offering safe and property rights to bidders. and minimizing the likelihood of legal challenges of the  led to the undoing of previous privatisations. in this sense, there’s nothing worse in privatisations about, uh, for the, uh, potential investor not to know that his bid is secure.",1900-01-01 00:34:49,2015-04-01 00:00:00
nikos theocarakis,"so we would like to ask in the future, minimum investment provisions, state equity for the government, local economy development, and, uh, some minimum conditions for our employees, and we would like to escape the firesale logic. on the other hand, we tend to enhance the property right of the bidders by offering them things about the development of their properties, that were not there and in fact were gridlocked in, uh, those privatisations.",1900-01-01 00:35:17,2015-04-01 00:00:00
nikos theocarakis,"so we are very clear about the privatisations we are going to do. we are going to respect everything that has been legally done by the previous government, and in fact increased the property rights of those who have entered in privatisation agreement for the greek government.",1900-01-01 00:35:50,2015-04-01 00:00:00
nikos theocarakis,"now regarding for example, issues like the moratorium of foreclosures. first, it has not been tabled in parliament yet, and also we believe that what can be seen as optimal at the micro level, what could be disastrous at the macro level, it is the fallacy of composition so to speak. foreclosures of primary residents at the time when house prices are extremely depressed is in reality undermining the capitalization of the banks, seeing as they further reduce the value of the real estate portfolio.",1900-01-01 00:36:10,2015-04-01 00:00:00
nikos theocarakis,"i think people from the brussels group heard the, uh, secretary general of public revenue, katerina savvaidou, discussing what a disaster was the attempt to go through auctions of people who actually had large properties. the, the, the problem was that there is no liquidity, there is no prospect, there are property taxes. no one wants to own property, so unless we accept a level of real estate of the past of real estate in greece, that is absolutely out of the money, the, the whole thing would be disastrous in our case.",1900-01-01 00:36:41,2015-04-01 00:00:00
nikos theocarakis,"so, uh, regarding collective bargaining, we of course willing to work with the ilo in establishing best practices and not going back to a system that was definitely not optimal. on the other hand, what do we see is that as a result of the agreements of the previous government, it has been a total dismantling of collective bargaining in greece to a level that i don’t think that other european countries who have a history of, uh, worker’s right culture, so to speak, was there.",1900-01-01 00:37:21,2015-04-01 00:00:00
nikos theocarakis,"so, and take another example. in labor market reforms, i think we know our little market better than other people, and one of the basic characteristics of our labor market is that one third of those employed, and let alone the one quarter of those… of the labor force who are unemployed, are undeclared, uninsured labor. so we said quite specifically, what we really need in terms of labor market reform is to make more important and more intense the inspection by the labor inspectorate so what that there is a crackdown on undeclared and uninsured labor.",1900-01-01 00:37:57,2015-04-01 00:00:00
nikos theocarakis,"this would have very sizeable effects on our pension funds and i think we really underestimated that effect, uh, but say 150, uh, million euros. it will-",1900-01-01 00:38:38,2015-04-01 00:00:00
thomas wieser,"nikos, you don’t, you don’t have to carry us through all the details-",1900-01-01 00:38:53,2015-04-01 00:00:00
nikos theocarakis,okay.,1900-01-01 00:38:55,2015-04-01 00:00:00
thomas wieser,… o- of-,1900-01-01 00:38:55,2015-04-01 00:00:00
nikos theocarakis,okay.,1900-01-01 00:38:55,2015-04-01 00:00:00
nikos theocarakis,"okay, okay.",1900-01-01 00:38:56,2015-04-01 00:00:00
thomas wieser,so far-,1900-01-01 00:38:58,2015-04-01 00:00:00
nikos theocarakis,okay.,1900-01-01 00:38:59,2015-04-01 00:00:00
thomas wieser,"… i, i’ve not actually received any reaction of yours to what the colleagues were saying. uh, what we are here, uh, for is to have an update on where we are-",1900-01-01 00:38:59,2015-04-01 00:00:00
nikos theocarakis,okay.,1900-01-01 00:39:09,2015-04-01 00:00:00
thomas wieser,"… uh, and that we understand where the process is going, and, uh, so far, uh, uh… don’t, don’t, like, don’t-",1900-01-01 00:39:10,2015-04-01 00:00:00
nikos theocarakis,okay.,1900-01-01 00:39:18,2015-04-01 00:00:00
thomas wieser,… concentrate on giving us-,1900-01-01 00:39:18,2015-04-01 00:00:00
nikos theocarakis,okay.,1900-01-01 00:39:20,2015-04-01 00:00:00
thomas wieser,"… n- newspaper headlines. uh, see how you, uh, s- tell us how you see the technical process. we’re, we’re technicians, we’re not, we’re not, we’re not public orators. go ahead.",1900-01-01 00:39:20,2015-04-01 00:00:00
nikos theocarakis,"okay.  uh, we have today submitted to the brussels group this detailed 26-page document that explains the reform that our government is proposing. so you will see there, when you read it, that we have incorporated feedback from the institutions during the discussion. so, uh, i will send it forthwith when we finish this review.",1900-01-01 00:39:33,2015-04-01 00:00:00
nikos theocarakis,"but let me read and i think that we are in a very good, uh, direction with the institutions. now, there is a problem however, that we should not let the review become a post-mortem. we are running out on the 9th. we shall not legislate in order to soak up from various organization the last drops of liquidity left. so in fact, there is no way that we can go beyond the 9th of april.",1900-01-01 00:39:58,2015-04-01 00:00:00
nikos theocarakis,"we are very keen to continue with the brussels groups and the technical team discussions in athens. we are eager to introduce to parliament a number of reform bills very quickly pushing forward mutually agreed reforms. and to be frank, the very idea that the full final review will preceed an arrangement that looks after liquidity in the very short run is in our government’s view, quite unrealistic.",1900-01-01 00:40:32,2015-04-01 00:00:00
thomas wieser,"so uh, we’ve now had, uh, uh, very, very, uh, uh, differentiated views over the process, uh, is, uh, quite frankly from nikos, i haven’t… the only thing i gathered on process that’s, uh, you remain willing both in athens and in brussels, which i think is, uh, is very fine. um, before i open up to colleagues to ask a question and comments , um, i would simply say, uh, what my understanding is in terms of the process.",1900-01-01 00:41:10,2015-04-01 00:00:00
thomas wieser,"uh, what, uh, we as the euro working group, uh, need to do, uh, is, uh, wait until the three institutions and the greek authorities have reached a complete, uh, agreement, uh, on a comprehensive views, uh, which is, uh, analyzed, uh, costed, uh, and, uh, which shows, uh, what the economic and fiscal policy consequences are.",1900-01-01 00:41:49,2015-04-01 00:00:00
thomas wieser,"uh, this is of course in a first, uh, iteration, this is not yet, uh,  the relevant national orders.",1900-01-01 00:42:20,2015-04-01 00:00:00
thomas wieser,"um, as an intermediate steps, i would like to pick up on, uh, that and also as an intermediate step permits to generate, uh, a credible perspective of a successful conclusion of the meeting. and a credible perspective of a successful conclusion of the review is in my view, and not only my view, uh, a complete list of measures, uh, which i think touches upon those which the greek government, uh, is wishing to implement but which also needs to deal, uh, in a succinct manner, uh, with the other 30% percent ",1900-01-01 00:42:57,2015-04-01 00:00:00
thomas wieser,"so, uh, i guess, uh, we are, from what i have heard, still quite a long way, even from this intermediate, uh, step, and i would, and, uh, uh, i would ask ask some questions a) on content and b) on procedure before we proceed. so who wants to take it here?",1900-01-01 00:44:03,2015-04-01 00:00:00
thomas wieser,any colleagues?,1900-01-01 00:44:42,2015-04-01 00:00:00
irina,"thomas, it’s  here.",1900-01-01 00:44:42,2015-04-01 00:00:00
thomas wieser,"yes, irina, go ahead.",1900-01-01 00:44:43,2015-04-01 00:00:00
irina,"so i just want to check, um, and ask nikos, what, what does… how do they see the payments in april?",1900-01-01 00:44:44,2015-04-01 00:00:00
thomas steffen,"um, shall we collect a few comments? shall we collect a few comments and questions?",1900-01-01 00:44:57,2015-04-01 00:00:00
nabil,". yes, uh, my questions, um, because, um, uh, we have been talking about nikos measures which were submitted by the greek side. um, frankly they have been already news in a lot of m- media, so, um, it would be really very helpful to get this list of measures so that we actually know what we are talking about. and i understand from nikos that he’s going to send to the members of the, the ewg which would be very helpful.",1900-01-01 00:45:06,2015-04-01 00:00:00
thomas wieser,"possibly. um, okay, anybody else?",1900-01-01 00:45:35,2015-04-01 00:00:00
thomas steffen,"thomas, this is thomas, if i may.",1900-01-01 00:45:40,2015-04-01 00:00:00
thomas wieser,"yes, thomas.",1900-01-01 00:45:41,2015-04-01 00:00:00
thomas steffen,"yeah, thank you. first on the, on the list, uh, maybe the three institutions could really help me, uh, what kind of list we are now, uh, talking about. uh, if they’re approved, sent to the three institutions, uh, or are we talking about the list that is floating around, if i may call it like this, in the internet? i’m certainly a little bit puzzled about the state of, uh, play. and on the question of why we -",1900-01-01 00:45:45,2015-04-01 00:00:00
speaker 4,has entered the conference.,1900-01-01 00:46:24,2015-04-01 00:00:00
thomas steffen,"i said, i simply have to send it to parliament immediately. this is very fine for me, but you should be aware of that, uh, first point.",1900-01-01 00:46:27,2015-04-01 00:00:00
thomas steffen,"second point on substance, would be very helpful to get some more information from the three institutions and maybe marco could, uh, help us on the latest proposals coming from athens. i guess, uh, this is part of the latest proposals, uh, that, uh, greece again is proposing some debt relief, uh, which i fail to understand because, uh, greece has subscribed to commit…uh, to honor its commitments. i don’t know whether this is true, but again, marco maybe can help us.",1900-01-01 00:46:36,2015-04-01 00:00:00
thomas steffen,"second, on the proposed fiscal measures, as well as on the lower primary surplus, uh, i’m wondering if those, uh, measures, how the three institutions at the end of the day can confirm their sustainability. i simply, uh, don’t know, but to have some flavor, uh, again, would be quite helpful.",1900-01-01 00:47:10,2015-04-01 00:00:00
thomas steffen,"um, on process, thomas i’m totally agreeing with your… what you just said. we need a, uh, complete agreement on the comprehensive, uh, list. and, uh, just to add to that, uh, let’s be as precise as possible because we are all under, i would call it democratic control, what i would need for any disbursement, which by the way would be very much in line with our statement 20th_february. i first need the staff level agreement, um, as you said, comprehensive one. second i need a report of the state of play of the  including a debt sustainability analysis. i very much hope that the three institutions, uh, will be in a position to confirm that this is what they are working on.",1900-01-01 00:47:35,2015-04-01 00:00:00
thomas steffen,the third point is that i would need a compliance report on the implementation of all the measures by greece.,1900-01-01 00:48:32,2015-04-01 00:00:00
thomas steffen,"the fourth point i would need is an early warning if there are significant changes of the conditionalities in the mou because as you know, and i’ve said that in the past several times, uh, i have to go to plenary of my parliament for any significant change of the, uh, mou.",1900-01-01 00:48:41,2015-04-01 00:00:00
thomas steffen,"and i’m sorry for that, but just to be as transparent as possible. and, uh, at the end of the day, on that basis, um, i can, uh, go to my bosses and to the parliament to suggest to disperse, um, the  to be a frequency in that we have, uh, we have ahead of us.",1900-01-01 00:49:01,2015-04-01 00:00:00
thomas steffen,"so i would not see a real chance to disperse around the 9th of april just for the matter of, uh, clarity and, and honesty, uh, that we have. thank you very much.",1900-01-01 00:49:37,2015-04-01 00:00:00
thomas wieser,very much. other questions or comments?,1900-01-01 00:49:49,2015-04-01 00:00:00
tooma,this is .,1900-01-01 00:49:52,2015-04-01 00:00:00
thomas steffen,yes.,1900-01-01 00:49:54,2015-04-01 00:00:00
tooma,"thanks. uh, i managed to cut myself off for a moment so i, i may have, uh, missed someone’s question, so sorry if i, if i repeat them. but the first, um, i too would be, uh, interested to hear the answer to irina’s question. uh, uh, i, i may have misheard. i though nikos said that there’s no way they can go beyond 9th of april, uh, was, was this really what, what nikos said or was… did he said something else?",1900-01-01 00:49:55,2015-04-01 00:00:00
thomas wieser,sorry-,1900-01-01 00:50:30,2015-04-01 00:00:00
tooma,"questions, uh, thomas you said, um, that you  got noise on the line right now. are you hearing me?",1900-01-01 00:50:30,2015-04-01 00:00:00
thomas wieser,"sort of, yes. yeah.",1900-01-01 00:50:34,2015-04-01 00:00:00
tooma,"okay. um, so yeah, good. um, so y- y- y- you referred to, you… you referred to the possibility  um, intermediate step, uh, to work more with the team to create this credible, uh, prospect, also a, a positive outcome, um, that benoit requested. uh, i’m hearing my own voice, this is terrible.",1900-01-01 00:50:36,2015-04-01 00:00:00
tooma,"um, but, but, correct me if i’m wrong, but this credi- credible prospect that benoit was referring to was only about the waver. so the use of, of, uh, greek government bonds is collateral and in my understanding, that would not help at all, uh, or at least not by much with liquidity. uh, what would help with liquidity-",1900-01-01 00:51:03,2015-04-01 00:00:00
tooma,"… um, would be increasing the ceiling for cpos, uh, the use of cpos that as, as collateral, and then combined with, uh, realization of what supervi- supervisory fluxes, not to, to, to, uh, purchase, uh, t-bills by the bank.",1900-01-01 00:51:29,2015-04-01 00:00:00
tooma,"so it seems to me that, uh, that ecb… getting more ecb money in, in, uh, to, to help with liquidity might be quite a hurdle to meet. maybe benoit, benoit could comment on, on that.",1900-01-01 00:51:53,2015-04-01 00:00:00
tooma,"final point, um, i, uh, l- like thomas, like thomas said on, um, i mean, given the fact that we have two and a half weeks to go to our elections, it… the only, only disbursement that we could envisage in these circumstances would be one with, uh, with, uh, uh, staff level agreements on, on, on, uh, on the full review and any kind of, of, of passion would, would be totally impossible at this point. thanks.",1900-01-01 00:52:08,2015-04-01 00:00:00
thomas wieser,okay. thank you very much tooma. somebody-,1900-01-01 00:52:39,2015-04-01 00:00:00
thomas wieser,"somebody’s playing music, okay it stopped. uh, i think i’ll take one more question or comment and then ask the institutions and, uh, uh, to give some intermediate responses at least. any ?",1900-01-01 00:52:47,2015-04-01 00:00:00
tropa,"uh, so  here. i don’t know whether…",1900-01-01 00:53:05,2015-04-01 00:00:00
thomas wieser,"perfect, go ahead.",1900-01-01 00:53:09,2015-04-01 00:00:00
tropa,"right, well, uh, well yes, well i would like to say on the liquidity issue as some of the other colleagues pointed out. uh, it,  currently, is there a substantial difference from the m- the list presented to us in february.",1900-01-01 00:53:09,2015-04-01 00:00:00
tropa,"so, uh, if there is a more comprehensive approach towards the measures and, uh, perhaps there’s some others, uh, it can deal with, or it’s still the same list we had before, i don’t know whether it’s a substantial change from the list we had, or if they are given two types of list.",1900-01-01 00:53:52,2015-04-01 00:00:00
thomas wieser,right. ,1900-01-01 00:54:10,2015-04-01 00:00:00
tropa,"if i can add… and, uh, while i, i can’t ask that it is  we can be thinking of the point of, uh, perspective of having a successful conclusion of the, of the review. thank you.",1900-01-01 00:54:11,2015-04-01 00:00:00
thomas wieser,"righto. uh, i will turn maybe first, uh, to marco, uh, to answer i- i- i think very much cer- centers around, uh, the list, uh, what kind of list, what is the status, and quite frankly is it intelligent to circulate? uh, no what thomas  said, and i think our, our clarifying comments for the benefit, uh, of nikos, then there’s issues around, uh, uh, liquidity, uh, etcetera. um, so marco, comment?",1900-01-01 00:54:49,2015-04-01 00:00:00
marco buti,"yes. um, thomas, uh, um, now the first point on, uh, uh, on the list. i mean, we have received a, a written opinion, nikos reme- um, uh, the ne- uh, m- uh, recalls that, uh, um, in the last days, uh, uh, including, uh, this morning, um, which, uh, present the abuse of the authorities, uh, on, on a number of, uh, um, measures, um, and, and possible reforms.",1900-01-01 00:55:26,2015-04-01 00:00:00
marco buti,"um, i, uh, recall what you, thomas, indicated at the very beginning, namely that there is a agreement that what would, uh, uh, emerge up the list, the list, would be, uh, something which, uh, has, uh, uh, the full backing of the institutions and not just simply let’s say the, um, ideas or proposals by the greek authorities, precisely to, um, let’s say frame the n- the next thing in the process which would, uh… which may allow i think to, uh, uh, genuinely consider that the… by implementing those, uh, measures, um, the review would have a chance to be completed.",1900-01-01 00:55:39,2015-04-01 00:00:00
marco buti,"and with that, uh, possibility an idea, i took under the council of benoit, who can confirm or not, possibly, uh, unlock some decisions of the, uh, of the ecb, um, on, uh, the same matters which are under their, uh, um, responsibility, uh, which, uh, could, uh, if they come, uh… let’s say if, if they process insufficiently,  would leave them to, uh, alleviate some concern, uh, to the liquidity, uh, situation.",1900-01-01 00:56:53,2015-04-01 00:00:00
marco buti,"now, e- in the light of this, uh, while understanding, uh,  person material piece, l- i call it like that rather than, uh, than let’s say a list, um, uh, considering the, th- th- th- the usual institutional concerns that thomas stetton, uh, indicated, um, and, uh, let’s say in spite of the generosity of, uh, nikos theocarakis in terms of, uh, uh, putting this available for this… for the, you know, benefit of the knowledge of the colleagues, i would be a little bit weary on, um, uh, let’s say having a full distribution of this program and it may, uh, crystallize, um, let’s say the, um, the intentions around something which has not, uh, uh, yet the pa- the backing of the-",1900-01-01 00:57:29,2015-04-01 00:00:00
marco buti,"… the institutions that needs to be discussed, uh, thoroughly in the process group.",1900-01-01 00:58:29,2015-04-01 00:00:00
marco buti,"so we’ve seen what has been distributed by the greek authorities, uh, uh, the  i know, uh… i do not know whether what is, uh, circulating on the web, uh, if this or not. i, i, i would hope that this is, uh, is, uh, uh, and, uh, would remain, uh, n- uh, confidential.",1900-01-01 00:58:33,2015-04-01 00:00:00
marco buti,"um, so this on, on one point. on the… i think on the, uh, 9th o- of uh, uh, april, uh, a deadline for the repayment, uh, um, i mean, i- and considering what has been, uh, said by colleagues, uh, and the state of play on the, uh, on the discussions, i would reiterate the, what i input at the very end of my previous intervention mainly that, um, um, we should on, you know, work on a double track.",1900-01-01 00:59:03,2015-04-01 00:00:00
marco buti,"on the one hand clearly speed up for the, the whole process of discussions, uh, to come to, uh, let’s say to an agreed, uh, list which can be supported by the, by the all the institutions, and second, we would urge, uh, the greek, uh, uh, government to offer, uh, a law on, uh, access to, uh, you know, resources in general government entities. uh, i recall here that, uh, in number of countries including i think the country the president of the eurogroup knows best, uh, uh, this, um, legislation exists, so it would not be anything, uh, you know, really specific or unprecedented. at the same time i think would, uh, be very helpful.",1900-01-01 00:59:38,2015-04-01 00:00:00
marco buti,"we are, uh, as i said, uh, ready to provide our technical, uh, support, uh, also with the help of the countries having this type of legislation to help the greek, uh, uh the greek problems. ",1900-01-01 01:00:24,2015-04-01 00:00:00
marco buti,"and, uh, on, uh, i think on the question thomas  on the, uh, on the debt relief, uh, i mean maybe nikos should be the one, uh, who, uh, replies. we stick to the agreement that today is fully supported by all the parties, uh, uh, all the countries in the eurogroup. namely that, that fully repayment, uh, off all the creditors, uh, will, uh, take place and there is a greek commitment on, uh, on, uh, on that.",1900-01-01 01:00:41,2015-04-01 00:00:00
marco buti,"let me say also that in terms of technical, uh, technical support, we are ready to, um, uh, engage and to help the greek authorities, uh, uh, also on the, uh, issues of, um, what we call the humanitarian, uh, um, concerns. so to pass, uh, uh, laws which allow to in- indeed, uh, help them to establish proper safety net, uh, to tackle and uh, uh, social issues. uh, in a way, uh, as i indicated before which would not be let’s say detrimental or having possibly unintended, uh, uh, dam- damaging effects on other, on other parts. i mean, we are m- we’re supposed to be objective and we are fully behind it, and, uh, we are ready to help out, uh, on this.",1900-01-01 01:01:07,2015-04-01 00:00:00
marco buti,"maybe i can, uh, i can stop here. thanks.",1900-01-01 01:01:57,2015-04-01 00:00:00
thomas wieser,"thank you very much marco. i would not want to put, uh, benoit into, uh, the position of, uh, talking about anything that is a, uh, uh, uh, decision of, uh, the government  thomas, i have, uh, heard some ambitions, not out of central banking circles, uh, but some, uh, ambitions that if such a credible prospective or successful conclusion of the review were forthcoming, uh, that could indeed, it will probably have some, uh, emotional, uh, uh, inputs on, uh, how, uh, central bankers view, uh, t-bill limits.",1900-01-01 01:02:01,2015-04-01 00:00:00
thomas wieser,"uh, as i said, uh, this, this is not coming from central banking circles, but, uh thomas, i would not, uh, want to, uh, uh, put benoit on the spot, uh, with, uh, making an answer to that, kind of question.",1900-01-01 01:02:47,2015-04-01 00:00:00
speaker 5,"of course thomas, i- i- can, i mean i’m not going to, uh… i’m not going to uh, uh, to, uh, to prejudge what the government is going to say or not say, uh, but i can still say a word on, uh, how… uh, on, on, on the, um, on our framework, on our framework and which are the rules that we are implementing here, uh, if that suits you to, uh, to inform the discussion.",1900-01-01 01:03:01,2015-04-01 00:00:00
thomas wieser,"yes, by all means.",1900-01-01 01:03:24,2015-04-01 00:00:00
speaker 5,"okay. so i’m not discussing the  said growth and, uh, first and foremost, because it will create confidence um, in front of the market an particular confidence by foreign investors.",1900-01-01 01:03:25,2015-04-01 00:00:00
speaker 5,"so what we are discussing here is a, a, a start that can, uh, bring, uh, greece back to market access. and anything that the ecb can do on or not do,uh, will just be a consequence of this process. so it is not .",1900-01-01 01:04:04,2015-04-01 00:00:00
speaker 5,"now coming to the, to the consequence that the governing council could draw, um, there are two separate issues. uh, the first issue relates to the waiver the, and, uh, as, uh, as i said, uh, the, uh, waiver is about, uh, having the programs  and so that’s about having a credible perspective of, uh, a conclusion of the lev- of a success- successful conclusion of the review. and that’s what we need to see to the reinstate the waiver.",1900-01-01 01:04:26,2015-04-01 00:00:00
speaker 5,"the second issue which is, which is separate, uh, is about the  financing. um, and we’ve had two di- two different discussions, uh, that, uh, that the governing council will discuss, uh, based on different criteria.",1900-01-01 01:04:52,2015-04-01 00:00:00
speaker 5,"so, uh, you can have one or the other or both or neither of the two, it depends on, on the, on the first one… on the one hand for the prospect for successful conclusion of the review. on the second hand, the prospect uh, of, uh, a  regaining market effort, and that’s two different discussions. so, uh, uh, a- and, uh, the extent of the discussion we’re having today is that it’s anyway too early, uh, to put that discussion to the governing council. so i’m not even going to ask the governing council today, given the discussion we’re having, uh, uh right now.",1900-01-01 01:05:25,2015-04-01 00:00:00
speaker 5,"uh, my final remark, uh, relates to the liquidity situation. um, as we’ve seen over the last weeks and days.",1900-01-01 01:05:56,2015-04-01 00:00:00
speaker 6,"…situation. um, as we’ve seen over the last recent days, um, there are ways, uh, to, uh, manage, uh, the available cash, uh, existing in the general government, um, in the broad sense. there is cash in extra-budgetary entities outside of the central government. there is cash in regional authorities. there are ways to generate cash, um, that are, and we, we’re not suggesting that the greek government should  that certainly would not be our recommendation. and we are not in a position to say that. uh, but there are ways to generate cash, such as selling shares in public companies, uh, so there are different ways to generate cash and our advice to the government is really to look, uh, at all possible ways, uh, possibly using the legislative instrument, as marco, like in the netherlands, which can be replicated quite easily.",1900-01-01 01:06:03,2015-04-01 00:00:00
speaker 6,"thanks very much, uh, ",1900-01-01 01:07:02,2015-04-01 00:00:00
luca antonio ricci,"thank you, thomas, uh, let me just come to a couple of points that were, that were very raised. so, first on the fiscal measures that we have seen. it’s very clear that the fiscal measures that have been put on the table are moving away from parametric measures, measures that are very easy to implement and easy to collect, to minuscule measures that have a very weak history of collections in greece.",1900-01-01 01:07:05,2015-04-01 00:00:00
luca antonio ricci,"as such, the, the use that the authorities are considering are far too optimistic. clearly a lot more technical discussions need to go into this but where it currently stands, ’cause we feel the measures that have been put on the table which was just way, way too optimistic. now, in terms of the way the system measures  surplus target that was set for last year.",1900-01-01 01:07:32,2015-04-01 00:00:00
luca antonio ricci," is 1.5% of gdp, the authorities are, are projecting that they will fall very far short of that. the technical discussions are continuing and we think that there could actually be a deficit that would be registered last year and this is entirely because of non-implementation of measures and backtracking of measures in the later part of last year by the previous government.",1900-01-01 01:08:12,2015-04-01 00:00:00
luca antonio ricci,"this will of course impact the base for 2015 and, again, the technical discussions need to take place but, uh, ",1900-01-01 01:08:40,2015-04-01 00:00:00
luca antonio ricci,"we need to summarize, uh, the, and coming back to some of the points that we made earlier even in regards to, uh, even in regards to the list, uh, that the authorities have put forth. on process, there has been some progress. but on substance the snapshot of where we stand today, is that we are very far apart on issues of . let me stop there. thank you.",1900-01-01 01:09:04,2015-04-01 00:00:00
speaker 6,"thank you very much, uh, ?",1900-01-01 01:09:40,2015-04-01 00:00:00
nikos theocarakis,"okay. so, let me redirect again that we’re soon running out of money and it’s very hard to go beyond the ninth of april. now, uh, marco, both marco and benoit mentioned the extra cash that is, there available, and that uh, requires legislation, but in our parliament we haven’t passed such legislation, since it would not suffice both for imf repayments and paying for wages and pensions. so it would not make a difference. now, recall that our stressed state already made payments of almost seven billion this year without having benefited from scheduled disbursements.",1900-01-01 01:09:46,2015-04-01 00:00:00
nikos theocarakis,"so we paid seven billion but received none. now, regarding the measures list. now the brussels group has received a comprehensive list in excel form of our reform proposals that demonstrate the 70, 30 mix that these, which measures from the tenth of december list from the institution we accept and which we propose to change and how. today, we improved on that list after the discussions we had in the brussels group and we have sent this detailed document outlining our proposal for each one of these measures, both the 70% and the 30% parts.",1900-01-01 01:10:33,2015-04-01 00:00:00
nikos theocarakis,"now, i understand that, and i think everybody understands, that this is a working document that reflects the position of the greek government. of course it’s not something that has been agreed by all parties. but our, actually, i would like to send this document to the members of the euro working group. i mean, you know, your trusted colleagues, i mean it is to you that we, uh, address our reform proposals.",1900-01-01 01:11:15,2015-04-01 00:00:00
nikos theocarakis,"so i don’t think that, uh, certain things are, should not, uh, should be censored before  and then after that we should send these documents to the euro working group. so if you all agree, i should send to you both the, uh, documents and the, uh, excel, uh, um, spreadsheet on that.",1900-01-01 01:11:44,2015-04-01 00:00:00
speaker 6,"okay. colleagues, i said there was some kind of intermediate  i think what the questions and comments that we’ve heard from you were quite pertinent. is there anything else you would like to comment on, uh, or, uh, ask, uh, from the institutions?",1900-01-01 01:12:16,2015-04-01 00:00:00
speaker 7,"as say that, i, i, i really don’t want to put benoit in a hard place so, um, i’m not doing that but just two technical questions, uh, am i right, uh, that, uh, greece getting the waiver, in itself would have, uh, small or no effect on the government liquidity? that’s the first question. and the second question, uh, am i right that if the governing council decided to raise the  this would require also to provide the registrations. that, that is my question. i didn’t want benoit to speculate on what the governing council, might or might not decide.",1900-01-01 01:12:48,2015-04-01 00:00:00
speaker 6,anybody else?,1900-01-01 01:14:00,2015-04-01 00:00:00
speaker 8,this is just  can i come in?,1900-01-01 01:14:02,2015-04-01 00:00:00
speaker 6,yes. yes. sure.,1900-01-01 01:14:04,2015-04-01 00:00:00
speaker 8," how, uh, come that you didn’t have the list, uh, beforehand. so, i understand the arguments of course of marco and thomas and son on, but i’d like to raise your attention attention to the fact that some of us might, uh, get into a pickle.",1900-01-01 01:14:06,2015-04-01 00:00:00
speaker 6,"uh, anybody else?",1900-01-01 01:15:01,2015-04-01 00:00:00
speaker 7," just a question to, to you thomas. i think, uh, we should leave it in your hands how to communicate if, uh, if needed and not to leave it to all parties involved to communicate to the outside world about the outcome of this, uh, telephone, uh, conference. i can well imagine that now circulating some list, whatever the list will be, might also lead to some further communication. as i said to you, i have to forward that list immediately to the parliament, so discussion about the quality and the quantity of the list will immediately start. so i would be more that happy to know that you will be the one to communicate and give the right messages on the state of play and not leave it to all parties involved to communicate. thank you.",1900-01-01 01:15:09,2015-04-01 00:00:00
speaker 9,can i come in?,1900-01-01 01:16:00,2015-04-01 00:00:00
speaker 6,yes. please come in,1900-01-01 01:16:05,2015-04-01 00:00:00
hans jörg schelling,"um, i would, i would seriously try to advise against sending this list around.  if i would have it, my parliament would ask for it, just as in germany and, uh, and our greek colleague nikos theocarakis should realize that if this list had been sent to parliament, the parliament in our country will think something about it and it will certainly not help negotiations. so, really, really we shouldn’t do this. um, if you wanna kill any prospect of, uh, of getting results in the coming months, we should send this list around and we’re, we’re back at square one. thanks.",1900-01-01 01:16:08,2015-04-01 00:00:00
speaker 6,thanks you hans.,1900-01-01 01:16:56,2015-04-01 00:00:00
thomas wieser,"uh, i think i get the gist. any other further questions, comments? so, maybe let me try and ",1900-01-01 01:16:58,2015-04-01 00:00:00
thomas wieser,"thanks very much for this clarification. let me, uh, try and summarize where, where we are. uh, from, from, from the institutions, um, from the greek authorities, there are obviously quite significantly differing perceptions of, uh, where we are. but let me first start off, uh, maybe with the question of the list. uh, the list, uh, is for me some kind of intermediate, uh, product. i would not wish, uh, to have knowledge of it if i can avoid it somehow.",1900-01-01 01:18:43,2015-04-01 00:00:00
thomas wieser,"um, and, uh, this would be, uh, in all, uh, program discussions that we have ever had, uh, a first. and i think it was with a very good reason that we have not, uh, interfered in this process between the institutions and the country, uh, concerned, uh, for very good reasons and i think our irish and cypriot and portuguese and spanish, uh, colleagues can very much, uh, testify to that fact, because generating a huge chapter and preconceived notions about what should be in the list, what should not be in the list.",1900-01-01 01:19:31,2015-04-01 00:00:00
thomas wieser,"how it is to be evaluated, how it is to be costed, uh, what effects on the dsa are. uh, all of a sudden you get a viral process, uh, with, with a huge multiplier and you will never ever be able to catch this cacaphony, so quite frankly, having shot itself successfully in one knee,, this process of wanting to publish it, to me, looks a bit like looking for the second knee um. it’s something you guys don’t wanna know uh, and if you’re, uh, minister, you don’t wanna know officially. if your minister, uh, wants, uh, starts accusing you of not having it, download it from the internet, it’s been leaked anyway. uh, call the financial times, whatever.",1900-01-01 01:20:13,2015-04-01 00:00:00
